id;inventory;exp;gender;age;TI;religiousity;course;extraversion;agreeableness;conscientiousness;neuroticism;openness;assertiveness;activity;altruism;compliance;order;selfdiscipline;ansiety;depression;aesthetics;ideas
620;facebook;0;female;20;no;2;3;4,38;3,56;2,89;3,75;3,80;4,00;5,00;4,00;3,00;3,00;2,80;3,75;3,50;3,00;4,20
621;facebook;0;male;22;no;;5;2,50;3,44;3,56;2,13;4,70;2,20;3,50;4,25;2,33;3,50;3,00;2,25;2,50;4,67;4,60
622;facebook;0;female;21;yes;5;1;2,25;3,78;3,00;4,38;3,80;1,80;4,00;5,00;1,33;2,00;3,60;4,75;3,00;3,00;4,00
623;facebook;0;female;;;;0;2,88;2,11;2,78;4,75;4,10;2,80;3,00;2,75;1,33;2,00;3,00;4,75;4,50;5,00;3,80
624;facebook;0;female;20;no;;0;4,38;2,89;3,67;2,88;4,00;4,40;4,00;3,50;2,00;4,00;3,60;2,50;3,50;4,33;3,80
626;facebook;0;female;;;;0;3,13;3,56;3,22;3,38;4,90;2,80;3,50;4,50;2,00;2,50;3,20;3,50;3,00;4,67;5,00
627;facebook;0;female;23;no;;0;3,75;3,67;2,78;2,50;3,70;3,60;4,00;4,25;2,67;2,00;3,00;3,00;1,50;4,33;3,40
628;facebook;0;female;24;no;;5;4,63;3,56;3,00;2,50;4,00;4,40;5,00;4,50;2,67;1,50;3,40;2,75;2,00;3,33;4,00
629;facebook;0;male;24;no;;3;4,50;2,89;3,89;3,75;3,80;4,60;4,00;4,00;1,33;3,50;3,80;3,25;3,50;2,67;4,40
630;facebook;0;male;23;no;;2;3,25;2,56;3,56;4,13;3,90;2,80;3,50;3,50;1,00;3,00;3,60;4,00;4,50;2,33;5,00
631;facebook;0;female;24;no;;3;2,13;3,56;2,78;3,50;3,70;1,60;4,00;3,50;3,33;2,00;3,00;4,00;3,00;2,67;4,20
632;facebook;0;female;18;no;;2;2,13;4,00;3,56;3,13;4,00;1,60;3,00;4,25;3,67;3,00;3,40;2,75;3,00;3,33;4,60
634;facebook;0;female;21;no;4;7;3,38;4,33;3,44;1,38;4,90;2,80;4,50;4,50;4,33;1,50;3,80;1,25;1,50;5,00;4,80
635;facebook;0;female;;;;0;2,63;3,22;3,44;4,13;3,80;3,00;2,00;4,25;2,00;3,50;3,40;4,50;3,00;3,67;3,80
636;facebook;0;female;19;no;;4;4,75;3,78;2,89;2,63;4,60;4,80;4,50;4,25;3,00;1,00;3,40;3,25;2,00;4,33;4,60
637;facebook;0;male;22;yes;2;1;3,88;3,56;3,11;2,38;3,40;3,80;4,00;3,50;3,00;2,00;3,40;2,25;2,00;3,00;3,40
638;facebook;0;female;;no;;0;3,25;4,00;3,56;2,63;4,20;3,20;3,00;4,25;3,00;2,50;3,40;2,75;1,50;4,00;4,20
639;facebook;0;male;;;;0;2,75;3,33;3,78;3,25;4,20;2,60;2,50;4,00;2,00;3,00;3,80;2,75;4,00;4,67;4,00
640;facebook;0;female;;no;;0;3,63;3,00;3,33;2,50;1,50;3,80;3,00;2,25;3,00;3,50;3,20;2,75;3,00;1,33;1,80
641;facebook;0;female;;;;0;3,75;4,00;3,89;2,50;3,80;3,40;4,50;4,75;3,33;4,00;3,80;2,25;2,50;4,00;3,60
642;facebook;0;female;;;;0;2,63;2,89;2,33;3,13;3,20;2,40;3,00;2,25;4,00;2,00;2,60;3,25;3,50;2,67;3,60
644;facebook;0;male;;;;2;3,50;4,00;3,33;2,00;2,50;3,40;3,50;4,00;3,67;3,50;3,40;2,00;1,50;2,00;2,80
645;facebook;0;female;19;no;;6;3,75;4,22;2,44;2,25;3,90;3,80;4,50;4,50;3,67;1,50;2,20;2,25;2,50;3,67;4,00
646;facebook;0;female;;no;;0;4,38;3,33;4,44;4,25;4,00;4,00;5,00;4,25;2,33;4,00;4,40;4,50;3,50;3,67;4,00
647;facebook;0;male;22;yes;4;1;2,25;4,78;3,33;1,00;3,80;1,80;3,00;4,50;5,00;2,50;3,40;1,00;1,00;4,67;3,20
648;facebook;0;male;19;no;;4;1,88;3,56;2,78;3,13;3,80;1,40;2,50;3,50;3,67;2,50;2,80;3,25;2,50;3,67;3,60
649;facebook;0;female;18;no;;3;3,25;3,11;3,22;3,25;3,60;2,60;4,50;3,25;2,67;3,00;3,40;4,00;2,50;3,00;3,60
650;facebook;0;female;;;;0;2,75;3,78;3,56;2,50;3,20;2,40;3,50;3,75;4,00;3,00;3,60;3,00;2,00;4,00;2,80
651;facebook;0;male;23;no;;0;1,88;3,67;3,11;2,50;2,70;1,80;2,50;3,50;3,33;3,00;3,20;2,50;2,50;2,67;3,00
653;facebook;0;male;18;no;;0;3,25;2,89;3,78;3,63;2,90;3,20;3,50;3,50;2,00;3,50;3,80;4,25;2,50;3,67;2,80
654;facebook;0;male;27;no;;4;1,50;4,22;1,78;5,00;4,10;1,40;2,00;4,25;3,67;1,50;1,80;5,00;5,00;4,00;4,00
655;facebook;0;female;33;no;;9;3,25;4,33;3,78;3,25;3,60;3,00;4,00;4,50;4,33;4,00;4,00;3,75;2,50;3,00;4,00
656;facebook;0;female;;;;0;4,50;2,56;2,22;5,00;3,20;5,00;3,00;2,50;2,33;1,50;3,00;5,00;5,00;1,00;4,20
657;facebook;0;male;;;;0;2,63;2,22;2,44;3,63;2,80;3,00;1,50;2,75;1,67;1,50;2,20;3,25;5,00;3,67;2,40
658;facebook;0;male;;;;0;3,75;3,67;2,67;2,50;4,20;3,80;3,00;3,50;3,67;2,00;2,80;2,25;3,00;4,33;3,80
660;facebook;0;female;23;no;;4;3,63;2,78;2,33;4,38;4,10;3,80;3,50;3,00;2,67;2,50;2,00;4,25;4,50;3,00;4,60
661;facebook;0;male;21;yes;1;1;3,50;2,89;3,78;3,00;3,40;3,80;3,00;3,00;3,00;4,00;3,80;3,25;2,50;3,00;3,60
662;facebook;0;male;27;yes;;1;3,38;3,89;3,33;2,38;3,90;2,40;5,00;4,50;2,33;3,00;3,40;2,00;3,00;4,00;4,00
663;facebook;0;female;;;;0;2,75;4,00;2,67;4,13;3,80;1,80;4,00;4,00;4,00;2,00;2,80;4,25;4,00;3,33;4,20
664;facebook;0;female;23;no;;8;4,13;3,67;4,22;2,13;3,00;4,40;3,50;4,25;2,33;4,00;4,40;2,25;2,00;2,00;3,20
665;facebook;0;female;;;;0;1,63;3,22;2,89;3,50;3,50;1,40;2,00;3,75;1,67;2,50;2,80;3,25;3,50;3,67;3,40
666;facebook;0;female;22;no;;6;2,63;4,33;2,22;3,75;4,00;2,40;3,00;5,00;3,67;2,00;2,20;3,75;3,50;3,33;4,40
667;facebook;0;female;19;no;;6;3,25;3,67;3,33;2,13;3,10;3,20;3,50;4,25;3,33;3,00;3,20;2,00;2,50;2,33;4,00
668;facebook;0;female;20;no;;6;3,25;3,67;2,78;3,88;4,50;3,20;3,50;3,50;4,00;2,00;2,80;3,75;4,00;5,00;4,40
669;facebook;0;female;19;no;;3;3,75;2,33;1,89;3,88;3,10;3,20;5,00;2,75;1,67;1,00;2,00;4,00;4,00;1,33;3,80
670;facebook;0;female;18;no;;10;3,38;3,44;3,67;2,88;3,60;3,00;4,00;3,75;2,67;3,00;3,60;3,00;2,50;3,33;3,60
671;facebook;0;female;20;no;;8;2,88;4,67;3,44;2,00;4,70;2,20;5,00;5,00;4,00;2,50;3,40;2,25;2,00;4,67;4,60
673;facebook;0;male;22;no;;4;3,63;3,89;3,89;2,63;4,40;3,00;5,00;4,00;3,33;2,50;4,00;2,50;2,50;4,67;4,40
674;facebook;0;male;18;yes;1;1;1,88;3,11;3,56;3,75;4,40;1,60;3,00;3,25;3,00;3,00;3,40;3,25;4,50;4,00;4,60
676;facebook;0;male;24;no;1;2;4,63;3,89;3,78;2,38;4,00;4,60;5,00;4,75;2,33;3,00;3,80;2,50;2,00;3,67;4,40
677;facebook;0;female;;yes;;0;1,75;3,78;3,00;4,00;4,30;1,40;2,50;3,75;3,67;3,00;2,80;4,25;4,00;5,00;3,60
678;facebook;0;female;;;;0;2,00;3,22;3,33;3,50;4,50;1,80;2,50;4,00;2,67;2,00;3,60;3,75;3,50;4,67;4,40
680;facebook;0;female;24;no;;3;3,88;4,22;4,67;4,00;4,20;3,60;4,50;4,75;3,33;5,00;4,40;4,00;3,50;4,67;4,00
681;facebook;0;male;23;no;;0;4,13;3,33;3,11;2,88;3,90;4,00;4,00;3,50;2,67;3,00;3,00;3,00;2,50;3,67;4,00
682;facebook;0;female;25;no;;6;2,88;2,89;3,44;3,38;2,60;2,60;3,00;2,75;3,00;4,50;3,20;3,75;2,50;3,00;2,20
683;facebook;0;male;21;no;;9;1,63;2,56;2,78;4,00;3,00;1,80;1,50;2,75;2,67;2,00;2,60;4,25;3,50;1,00;3,60
684;facebook;3;male;21;yes;2;1;2,63;3,44;2,67;2,25;3,60;2,40;3,00;3,50;3,33;1,00;3,00;2,00;2,50;3,67;3,80
685;facebook;0;male;;;;0;3,25;4,00;2,78;3,63;3,30;3,00;3,50;4,25;4,00;3,00;2,80;3,75;4,00;2,33;3,60
686;facebook;0;male;;;;0;2,63;3,67;3,56;2,50;3,90;2,20;3,00;4,00;3,33;4,50;3,20;2,25;3,00;3,00;4,20
687;facebook;3;female;25;no;3;5;3,13;3,33;3,00;3,25;3,20;2,60;4,00;3,50;3,00;1,50;3,00;2,75;3,50;2,67;3,20
688;facebook;0;male;23;no;;2;3,13;4,22;2,00;3,75;4,80;2,60;4,00;3,75;4,33;1,50;1,80;3,50;3,50;4,67;4,80
689;facebook;0;female;34;no;;10;4,00;3,56;4,56;3,25;4,00;4,20;3,50;4,25;3,00;4,50;4,40;3,75;1,00;3,67;4,20
690;facebook;0;female;19;no;;4;4,25;3,00;4,00;4,50;3,40;4,40;3,50;3,25;2,67;3,50;4,00;5,00;3,50;3,33;3,60
691;facebook;0;female;20;no;;7;2,50;2,67;4,00;3,63;3,10;2,40;2,00;3,50;1,33;4,00;3,80;3,75;3,00;3,67;3,00
692;facebook;0;female;22;no;;8;3,88;2,44;2,33;4,50;3,30;3,80;4,00;2,50;1,67;1,50;2,20;4,50;4,50;3,33;3,20
693;facebook;0;female;21;no;;6;2,88;3,22;3,00;3,00;4,10;2,80;3,00;3,00;3,33;3,00;2,60;3,00;2,50;4,33;4,00
694;facebook;0;female;20;no;;5;4,00;3,22;3,00;4,25;3,60;4,40;3,00;4,25;1,67;1,50;3,00;4,00;4,00;2,33;4,00
695;facebook;0;female;22;no;;6;2,00;3,33;3,56;2,50;3,60;1,60;3,00;3,75;3,00;2,50;4,00;2,75;1,50;3,33;3,80
696;facebook;0;female;20;no;;8;2,75;2,78;3,33;4,63;4,00;2,40;4,00;3,75;1,67;1,50;3,40;4,75;4,00;3,33;4,40
698;facebook;0;male;52;yes;2;1;2,63;4,00;3,89;2,75;4,40;2,20;3,50;4,00;3,67;3,50;3,60;2,75;3,00;4,33;4,40
699;facebook;0;female;21;no;;3;2,13;3,67;4,00;3,63;3,60;1,60;3,50;4,00;3,33;4,00;4,00;3,50;4,00;4,33;3,40
700;facebook;0;male;19;no;;3;2,63;3,67;3,22;2,00;3,50;2,20;3,50;4,00;3,00;3,00;3,00;2,50;2,00;2,67;4,00
701;facebook;0;female;22;no;;3;2,25;3,22;3,56;3,88;3,60;2,00;3,00;4,00;2,33;3,50;3,20;3,75;4,00;3,33;3,80
702;facebook;0;male;;;;0;3,88;3,56;4,11;3,63;3,90;3,80;3,50;4,25;2,67;4,00;4,20;3,50;3,50;4,33;3,60
703;facebook;0;male;25;no;;2;3,00;4,11;2,56;3,13;3,30;2,60;3,50;4,50;3,33;2,50;2,40;3,75;2,00;2,00;4,00
704;facebook;0;female;24;no;;0;2,88;4,56;3,44;3,25;4,50;2,60;3,00;5,00;4,00;2,50;4,00;4,00;2,00;3,33;5,00
705;facebook;0;female;19;no;;8;2,63;3,56;2,89;3,13;4,00;2,40;3,00;3,75;3,00;2,00;3,00;3,25;2,50;3,67;4,20
706;facebook;0;female;;no;;0;3,38;3,11;2,89;4,75;4,80;3,00;4,00;3,50;3,00;2,00;2,80;4,50;5,00;4,67;4,80
707;facebook;0;female;25;yes;;1;2,25;3,11;2,44;3,25;4,20;1,60;4,00;3,50;3,33;1,50;2,20;3,50;3,00;4,33;4,20
708;facebook;0;female;;no;;0;3,50;3,89;3,56;3,38;4,20;3,40;3,00;4,00;4,33;3,00;3,60;3,50;2,50;4,33;4,20
709;facebook;0;female;19;no;;4;2,00;3,56;4,44;4,13;3,70;1,60;3,00;3,75;3,33;4,50;4,40;5,00;3,00;4,33;3,40
710;facebook;0;male;21;no;;4;3,50;4,33;2,33;1,75;4,30;2,80;4,50;4,25;4,33;1,50;2,40;1,50;1,50;4,33;4,00
711;facebook;0;female;18;no;;3;4,38;3,00;2,67;4,13;3,80;4,20;4,50;3,75;2,00;2,50;2,40;4,50;3,50;3,33;4,00
712;facebook;0;male;19;no;;4;3,88;3,22;3,11;3,75;4,10;3,60;4,50;4,00;2,67;2,50;2,80;3,50;4,00;2,67;4,60
713;facebook;0;female;;;;0;3,13;3,44;2,89;2,38;2,70;3,00;3,00;4,00;2,33;3,00;2,60;2,75;1,50;3,00;2,80
714;facebook;0;male;20;no;;9;4,13;4,00;3,11;2,88;4,20;3,80;4,50;4,25;3,67;2,50;3,00;2,50;3,00;3,67;4,60
715;facebook;0;male;19;no;;10;2,88;4,33;4,33;2,50;4,60;2,40;4,00;4,25;4,33;3,50;4,80;3,25;1,00;5,00;4,60
716;facebook;0;female;33;no;;8;4,75;3,89;3,78;2,75;4,40;4,60;5,00;5,00;2,33;5,00;3,60;1,75;3,50;4,67;4,00
717;facebook;0;female;25;no;;7;2,88;3,67;1,89;4,00;4,30;2,60;3,00;4,00;3,00;1,00;2,00;3,75;4,00;4,33;4,40
718;facebook;0;male;31;no;;2;4,38;3,56;3,11;2,88;4,40;4,40;4,00;4,25;3,00;2,50;3,00;3,00;2,50;3,67;4,60
719;facebook;0;female;23;no;;8;3,75;3,00;2,00;3,88;2,00;4,20;2,00;3,50;2,33;1,00;2,00;3,50;4,00;2,00;2,40
720;facebook;0;male;24;no;2;4;3,75;2,89;3,89;3,88;3,90;3,20;5,00;4,00;1,33;3,00;3,80;4,50;2,00;3,67;4,00
721;facebook;0;female;;;;0;3,88;3,89;3,33;4,38;4,20;3,20;5,00;4,75;2,67;2,00;3,40;4,50;3,50;4,33;4,20
722;facebook;0;female;;;;0;3,00;3,33;3,78;3,75;4,50;2,80;3,00;4,25;2,33;3,00;3,80;3,50;3,50;4,33;4,40
723;facebook;0;female;18;no;;0;3,00;3,22;3,44;2,75;3,30;2,60;4,50;3,75;2,00;3,50;3,20;2,75;3,50;3,67;2,80
724;facebook;0;female;24;no;;10;2,75;4,22;2,89;3,75;3,20;2,60;2,50;4,25;4,67;2,00;2,80;3,75;3,50;3,67;3,20
727;facebook;0;female;19;no;;8;2,75;3,11;2,78;2,25;3,40;2,60;3,00;3,50;2,33;2,50;2,40;2,00;3,00;3,67;3,40
729;facebook;0;female;19;no;;2;3,50;3,78;2,11;3,50;3,30;3,40;4,00;4,50;2,67;1,00;2,40;3,25;3,50;2,00;4,00
730;facebook;0;female;18;no;;9;2,50;4,00;2,78;3,38;3,40;2,00;3,50;3,50;4,67;2,00;2,60;3,75;2,00;2,33;3,80
731;facebook;0;female;25;no;;4;2,63;4,33;3,56;2,88;4,60;2,00;3,00;4,50;3,67;4,50;3,20;3,25;2,00;5,00;4,80
732;facebook;0;female;26;yes;;11;2,50;3,00;2,56;4,00;3,60;2,00;4,00;3,75;2,00;1,50;2,60;3,75;4,00;3,67;3,20
734;facebook;0;female;19;yes;;11;2,25;3,00;2,89;3,38;2,80;1,80;3,00;3,00;3,33;2,50;2,80;3,50;3,50;3,00;3,00
735;facebook;0;male;21;yes;;11;3,38;3,56;3,11;3,88;3,90;2,80;4,50;4,25;2,33;3,00;2,60;4,00;3,50;4,00;3,80
736;facebook;0;female;24;yes;;11;3,75;4,22;3,78;2,88;3,90;4,00;3,00;4,50;4,00;3,00;4,00;3,50;1,00;4,00;3,80
737;facebook;0;male;19;yes;;11;2,88;3,11;3,22;3,88;4,10;3,20;2,50;3,50;2,67;4,00;2,60;4,25;2,50;4,33;4,20
738;facebook;0;male;;yes;;11;2,50;3,56;3,33;3,50;3,20;1,80;3,50;4,25;3,00;3,50;3,00;4,00;1,50;3,00;3,20
739;facebook;0;female;19;yes;;11;3,63;4,00;3,00;3,50;4,10;3,40;4,00;4,25;4,00;3,00;2,80;3,25;4,00;3,00;4,40
740;facebook;0;female;20;yes;;11;3,13;2,78;3,22;4,13;3,70;2,60;4,00;3,25;2,33;3,00;2,80;3,75;4,00;3,33;3,80
741;facebook;0;female;18;;;0;3,13;2,56;2,00;3,75;4,30;2,80;3,50;3,00;2,00;1,00;2,00;4,00;3,00;5,00;4,40
742;facebook;0;male;22;yes;;11;3,13;3,56;3,00;3,75;3,70;2,80;4,00;4,00;2,33;1,50;3,60;4,75;2,00;2,33;4,20
743;facebook;0;male;20;yes;;11;2,38;3,44;2,11;3,00;4,20;2,40;2,00;3,50;3,33;1,00;2,00;2,50;4,00;3,67;4,20
744;facebook;0;female;;yes;;11;4,63;3,44;4,00;4,00;4,20;4,40;5,00;4,25;2,00;2,50;4,20;4,00;3,50;3,33;4,40
745;facebook;0;male;19;yes;;11;2,75;2,78;3,78;3,38;3,20;2,80;2,50;3,25;2,33;3,50;3,80;3,75;2,50;2,67;3,40
746;facebook;0;male;18;yes;;11;4,75;3,78;2,00;3,63;4,90;4,60;5,00;4,25;3,33;1,00;2,20;3,50;3,50;5,00;4,80
747;facebook;0;male;25;yes;;11;2,38;4,11;2,33;2,50;3,70;2,00;3,50;4,00;4,00;1,50;2,40;2,25;1,50;3,00;4,20
748;facebook;0;female;20;no;;2;2,88;3,22;2,67;3,38;3,90;2,80;3,00;3,75;3,00;2,50;2,60;3,00;4,00;4,33;3,80
749;facebook;0;male;;yes;;11;3,13;3,89;3,89;3,75;4,60;2,40;4,50;4,00;4,33;4,00;3,60;3,50;4,00;4,33;4,60
751;facebook;0;male;20;yes;;11;1,88;3,78;2,33;1,88;3,20;1,60;2,50;4,25;4,00;1,00;2,40;2,00;2,00;3,00;3,40
752;facebook;0;male;21;yes;;11;3,50;3,67;2,67;2,75;3,90;3,40;4,00;4,00;3,33;1,00;2,80;3,00;2,50;3,00;4,20
753;facebook;0;female;;;;0;2,63;3,67;3,89;3,13;4,50;2,20;2,50;4,00;3,33;3,50;4,00;4,75;1,50;5,00;4,00
754;facebook;0;female;22;yes;;11;3,50;4,44;3,33;3,38;3,90;3,80;2,50;5,00;3,67;2,50;3,20;3,50;3,00;3,67;3,80
755;facebook;0;female;21;yes;;11;5,00;4,78;3,00;2,38;4,90;5,00;5,00;4,75;5,00;1,50;3,20;3,00;1,50;5,00;5,00
756;facebook;0;male;26;no;;0;4,25;3,33;3,22;1,38;4,60;4,00;4,50;3,50;2,67;2,50;3,00;1,00;2,00;4,00;4,80
757;facebook;0;male;;yes;;0;1,63;4,11;3,78;2,25;3,60;1,40;2,00;4,00;5,00;3,00;3,80;2,25;2,50;2,33;4,40
758;facebook;0;female;19;no;;0;4,00;3,11;2,89;4,38;2,50;3,80;4,00;3,75;2,33;2,50;3,00;4,50;3,50;1,00;3,00
759;facebook;0;female;;;;0;4,00;2,89;3,67;4,13;4,60;4,00;4,00;3,50;2,00;2,50;4,00;4,25;3,50;4,33;4,60
760;facebook;0;female;22;no;;0;2,13;2,78;3,67;4,50;3,60;1,80;3,00;3,75;2,33;3,00;3,60;4,75;3,50;4,00;3,40
761;facebook;0;female;;yes;;0;3,25;2,78;4,11;4,63;3,90;3,20;3,00;3,75;1,33;5,00;3,40;4,75;4,50;2,33;4,60
763;facebook;0;female;;yes;;0;1,88;3,33;3,78;4,00;3,80;1,80;2,50;4,00;2,67;3,50;3,80;3,75;4,00;4,00;3,80
764;facebook;0;female;;;;0;2,13;3,67;4,11;3,38;4,40;1,40;4,00;4,25;2,67;3,50;4,20;3,00;4,00;5,00;3,80
765;facebook;0;female;;;;0;2,38;3,44;2,78;2,75;3,50;2,00;3,00;3,50;3,33;1,50;2,60;2,50;2,50;4,33;3,80
766;facebook;0;female;;;;0;2,88;3,44;4,67;4,25;4,30;2,20;4,00;4,25;2,33;5,00;4,40;4,50;3,50;3,67;4,60
767;facebook;0;female;19;no;;3;3,25;3,11;2,00;3,75;4,20;3,00;3,50;3,25;3,33;1,50;2,00;4,00;3,00;4,67;3,80
768;facebook;0;male;;;;0;2,00;3,33;3,22;3,50;3,80;1,80;2,50;3,75;2,67;2,50;3,20;3,75;3,00;4,00;4,00
769;facebook;0;female;20;no;;4;3,38;3,44;2,11;4,38;3,90;3,00;4,00;3,75;3,33;1,50;1,80;4,50;3,50;4,33;3,80
770;facebook;0;male;30;yes;1;1;3,50;3,67;3,22;2,25;3,50;3,20;3,50;4,50;2,67;3,00;3,40;2,50;2,00;2,33;4,00
771;facebook;3;male;23;no;2;0;3,00;4,11;3,33;2,00;4,20;3,00;2,50;3,75;4,33;3,00;3,20;2,00;2,00;4,67;3,80
772;facebook;3;female;19;no;5;0;4,50;3,22;4,33;4,63;3,60;4,60;4,00;3,75;2,33;3,50;4,60;5,00;3,50;3,67;3,20
773;facebook;0;female;26;yes;3;1;1,88;3,22;4,00;3,75;2,50;1,80;2,00;3,50;3,00;4,50;3,40;3,75;3,50;1,33;3,40
774;facebook;0;female;22;yes;4;1;3,75;3,11;3,89;4,63;2,80;4,20;2,50;4,25;1,67;4,00;3,60;4,75;4,50;2,33;3,20
775;facebook;0;female;57;yes;4;0;4,13;4,78;2,67;3,50;4,70;4,20;3,50;5,00;4,67;1,00;3,20;4,50;1,50;5,00;4,60
776;facebook;0;female;20;yes;3;1;2,75;3,22;3,67;3,63;2,50;2,80;2,50;3,50;3,33;4,00;3,60;4,00;2,50;2,00;2,80
777;facebook;0;male;24;yes;1;1;2,25;3,67;3,78;2,38;4,10;2,60;1,50;3,75;3,67;3,00;3,60;2,25;3,00;4,00;4,00
778;facebook;0;male;28;yes;1;1;3,75;3,78;3,33;2,13;3,20;3,40;4,00;4,00;4,33;2,00;3,80;2,75;1,00;1,00;3,80
779;facebook;0;male;23;yes;4;1;4,00;3,00;3,11;1,75;3,70;4,00;3,50;3,25;2,67;1,50;3,40;2,25;1,00;3,00;4,20
780;facebook;0;male;46;yes;1;0;2,25;2,78;2,78;2,63;3,30;2,20;2,50;3,25;2,33;2,00;3,00;2,50;3,00;2,00;3,80
781;facebook;3;female;24;yes;4;1;3,75;4,00;4,56;2,38;4,40;3,60;4,00;4,25;3,00;4,50;4,40;2,00;2,50;4,33;4,40
782;facebook;0;male;21;yes;4;1;1,88;4,11;2,89;2,25;3,30;1,80;2,00;4,25;3,67;2,00;2,80;2,00;3,00;2,00;4,20
783;facebook;3;female;21;no;1;0;2,13;3,00;2,56;3,75;3,70;2,20;2,00;3,00;3,00;2,50;2,40;3,50;4,00;3,67;3,60
784;facebook;0;female;21;yes;3;1;4,25;3,78;3,00;2,63;3,30;4,00;4,50;4,25;3,67;2,50;2,60;2,50;2,00;3,00;3,40
786;facebook;0;female;28;no;1;0;4,13;3,22;3,44;3,25;4,50;4,20;3,50;3,50;3,00;4,00;3,00;2,75;4,00;4,67;4,40
787;facebook;0;female;37;no;3;0;4,50;3,78;3,44;3,88;3,20;4,60;4,00;3,75;3,00;1,00;3,80;4,00;2,50;4,67;2,80
788;facebook;5;male;22;yes;1;1;1,88;3,11;2,44;3,63;4,30;1,80;1,50;4,00;2,33;1,00;2,80;3,00;4,00;4,00;4,40
789;facebook;0;female;;;;0;2,13;3,33;2,44;2,88;3,70;1,80;2,50;2,75;4,33;2,50;2,60;2,50;4,00;2,00;4,20
790;facebook;1;male;21;yes;3;1;3,63;3,44;3,11;2,63;3,50;3,40;4,00;4,25;2,00;2,00;3,40;3,00;2,50;3,00;3,80
791;facebook;5;male;22;yes;4;1;3,75;3,89;3,33;2,38;3,90;3,60;4,00;4,50;2,33;2,50;3,40;2,00;2,00;3,33;4,40
792;facebook;0;male;;;;0;2,75;3,00;4,33;2,00;4,30;2,20;4,00;3,75;2,00;4,50;4,40;2,25;1,50;3,00;4,80
794;facebook;0;male;;;;0;2,25;2,22;3,00;4,50;3,70;2,00;3,50;3,00;1,67;2,00;3,00;4,50;4,00;3,00;4,20
795;facebook;0;male;23;yes;;0;2,25;4,67;3,78;3,75;3,70;1,60;2,50;4,75;4,33;3,00;3,80;2,75;5,00;3,67;3,60
797;facebook;0;male;20;no;;0;4,63;4,78;3,67;1,75;4,00;4,40;5,00;5,00;4,33;3,00;3,80;2,00;2,00;1,67;5,00
799;facebook;3;male;20;no;1;0;3,25;3,33;2,78;3,13;3,80;2,80;3,50;3,50;3,33;2,50;2,60;3,25;3,00;4,33;3,60
800;facebook;0;female;;;;0;3,50;3,56;3,89;3,75;3,90;3,40;3,00;4,75;2,00;4,50;3,80;3,50;4,00;4,00;3,80
801;facebook;0;male;21;yes;2;1;2,75;4,33;4,00;2,50;4,00;2,40;3,50;5,00;3,33;4,00;3,80;3,25;1,00;3,33;4,40
802;facebook;0;male;22;yes;3;1;2,88;3,89;3,67;3,13;4,20;2,60;3,50;4,00;3,00;4,00;3,60;3,50;2,00;4,00;4,60
803;facebook;0;male;25;yes;4;1;2,38;3,44;3,11;3,13;3,20;2,40;2,50;3,50;3,00;2,50;3,40;3,50;3,00;4,00;2,80
804;facebook;0;male;25;yes;1;1;2,13;3,67;4,22;2,25;3,10;2,20;2,00;4,00;3,00;4,50;3,80;2,75;1,50;3,00;3,20
805;facebook;0;female;20;;;0;3,75;3,44;3,44;4,25;4,10;4,20;2,50;3,75;3,33;3,50;3,00;4,50;4,00;5,00;3,40
806;facebook;0;male;21;yes;3;1;3,50;3,44;3,67;4,00;3,70;3,40;4,00;4,00;3,33;3,00;3,80;4,00;3,50;3,00;4,20
807;facebook;0;female;;;;0;2,38;3,56;3,89;2,75;3,50;2,20;3,50;4,25;2,33;3,50;4,00;2,25;2,50;3,67;3,60
808;facebook;0;female;;;;0;3,63;4,22;2,56;4,00;4,90;3,20;4,00;4,75;4,33;1,50;2,40;3,75;3,50;4,67;5,00
809;facebook;0;male;;no;;0;3,00;3,22;4,00;3,25;4,20;2,40;4,00;3,75;2,33;3,00;4,20;3,50;2,50;3,00;4,60
810;facebook;0;male;22;yes;2;1;2,75;4,11;2,67;2,13;4,70;2,40;3,00;4,25;4,00;2,00;2,60;2,25;2,00;4,67;4,80
811;facebook;3;female;20;no;3;0;1,75;3,56;2,78;2,50;4,30;1,60;2,50;3,50;3,67;2,00;2,60;2,75;2,00;4,33;4,40
813;facebook;0;male;24;yes;2;1;4,00;3,56;3,67;2,13;3,80;3,80;4,00;4,25;2,33;2,50;3,80;2,25;2,50;2,67;4,20
814;facebook;0;male;;;;0;3,38;3,89;3,44;2,38;3,60;2,60;5,00;3,75;3,33;2,50;3,80;2,75;1,50;3,33;3,60
815;facebook;0;male;24;yes;1;1;1,88;2,78;3,00;4,00;3,70;2,00;2,00;3,00;2,33;2,00;3,00;4,00;4,00;3,33;3,80
816;facebook;0;male;23;yes;1;1;2,75;3,56;3,44;2,75;4,20;2,60;3,00;3,50;3,33;4,00;3,20;2,75;2,50;3,67;4,40
817;facebook;0;female;19;no;;0;4,38;3,33;3,33;1,63;2,30;4,00;5,00;4,00;3,00;3,50;3,00;2,25;1,00;1,00;3,00
818;facebook;0;female;22;no;;0;3,00;4,11;2,44;3,50;4,90;2,60;4,00;4,75;2,67;1,00;2,80;2,75;4,50;5,00;4,80
819;facebook;0;male;23;yes;2;1;2,00;3,89;2,44;1,75;2,90;1,60;2,50;3,50;4,33;1,00;2,60;2,25;1,00;2,33;3,20
