id ; sentences ; items ; chars ; allTypes ; wordTypes ; skip ; compound ; hashtags ; links ; punct; questions ; exclam ; numbers ; upcase ; lowcase ; firstup ; pt-lexicon ; added ; verb-pro ; names ; en-lexicon ; rewrite ; mispell ; foreign ; emo+ ; emo- ; emo* ; laugh ; emph ; echars ; unkn ; 1funct;2pronoun;3ppron;4i;5we;6you;7shehe;8they;9ipron;10article;11verb;12auxverb;13past;14present;15future;16adverb;17preps;18conj;19negate;20quant;21number;22swear;23social;24family;25friend;26humans;27affect;28posemo;29negemo;30anx;31anger;32sad;33cogmech;34insight;35cause;36discrep;37tentat;38certain;39inhib;40incl;41excl;42percept;43see;44hear;45feel;46bio;47body;48health;49sexual;50ingest;51relativ;52motion;53space;54time;55work;56achieve;57leisure;58home;59money;60relig;61death;62assent;63nonfl;64filler;BPconcr;BPsubj;BPimage;BPaoa;m ; f ; s ; p ; aument ; dimin ; superlat ; N ; A ; PREP ; CONJ ; ADV ; PREFIX ; SIGLA ; ABREV ; INTERJ ; DET ; def ; indef ; NUM ; numC ; numO ; numM ; numF ; PRO ; proDem ; proIndef ; proRel ; proInterr ; proTrat ; proPoss ; proPess;acusativa ; dativa ; nominativa ; obliqua ; reflexa ; p1 ; p2 ; p3; V ; VW ; VG ; VK ; VP ; VI ; VJ ; VF ; VQ ; VS ; VT ; VU ; VY ; VC; V1s ; V2s ; V3s ; V1p ; V2p ; V3p 
101;204;1003;5032;419;348;0;0,009;0,0259;0;0,1645;0,001;0;0,003;0,011;0,7258;0,2632;0,8116;0,001;0;0,0209;0,003;0,0269;0,011;0;0,016;0;0,001;0,1196;0,0219;0,2148;0,004;0,4347;0,1665;0,0828;0,0269;0,005;0,0409;0,0269;0,013;0,1047;0,0499;0,1266;0,0538;0,0179;0,0887;0,003;0,0818;0,0798;0,0708;0,0259;0,0798;0,011;0,0439;0,1625;0,008;0,011;0,1386;0,1466;0,1147;0,0299;0,005;0,003;0,0189;0,3888;0,0499;0,0459;0,0588;0,1266;0,0588;0,0399;0,0967;0,0758;0,0798;0,0239;0,014;0,0399;0,0548;0,0199;0,013;0,014;0,1147;0,2213;0,0658;0,0608;0,1137;0,015;0,0379;0,0169;0,006;0,013;0,006;0,001;0,009;0,0179;0,004;4,1186;5,3073;4,522;3,2343;0,7458;0,6211;1,1834;0,2921;0;0,003;0;0,4566;0,1595;0,1167;0,0967;0,1715;0,0219;0,005;0,0279;0;0,0708;0,0219;0,0239;0,0249;0,0239;0,001;0;0;0,3081;0,0409;0,1027;0,0349;0,0279;0,011;0,013;0,0778;0,0479;0,0209;0,0299;0,0209;0,0179;0,0319;0,016;0,0538;0,2532;0,0339;0,007;0,015;0,1426;0,001;0,01;0,001;0,001;0,0319;0,002;0,0239;0,1117;0,002;0,0967;0,0947;0,1645;0,005;0,002;0,009
1010;536;6918;33722;2505;2371;0,0003;0,002;0,0032;0,0006;0,2093;0,0078;0,0091;0,0078;0,0282;0,8857;0,0862;0,9582;0,0103;0,0026;0,0085;0,0111;0,0366;0,0162;0,0012;0,0003;0,0003;0,001;0,0013;0,002;0,005;0,0026;0,5272;0,1844;0,1191;0,0117;0,0048;0,0869;0,0812;0,0172;0,1417;0,0947;0,1644;0,0681;0,0358;0,0934;0,0059;0,0393;0,1772;0,1018;0,0175;0,0583;0,016;0,0646;0,2187;0,0027;0,0048;0,0863;0,106;0,0575;0,0422;0,0081;0,0199;0,014;0,4391;0,0642;0,0513;0,0697;0,1042;0,0341;0,0536;0,1645;0,0857;0,0687;0,0194;0,0132;0,0296;0,0515;0,0214;0,0095;0,0145;0,0864;0,2106;0,0663;0,1155;0,0859;0,0282;0,0489;0,0178;0,0075;0,0305;0,0095;0,0077;0,0103;0,0376;0,0016;4,1974;4,9189;4,4064;4,0387;0,9696;0,6733;1,4224;0,3842;0,0001;0,0012;0,0003;0,4657;0,1539;0,2538;0,1113;0,1276;0,0165;0,0166;0,0497;0,0009;0,1193;0,0734;0,0207;0,0252;0,0225;0,002;0;0,0006;0,4344;0,0903;0,1002;0,0513;0,0437;0,0078;0,0111;0,1365;0,11;0,0337;0,0158;0,0344;0,0173;0,0275;0,0097;0,1246;0,3053;0,0487;0,009;0,0311;0,1362;0,0058;0,0296;0,0042;0,0056;0,0283;0,0058;0,0374;0,0925;0,0025;0,1226;0,0766;0,1857;0,0061;0,0016;0,0227
1011;11;179;817;128;110;0;0;0;0,0056;0,1341;0;0;0;0,0335;0,7877;0,1788;0,8994;0,0056;0;0,0559;0,0335;0,0056;0,0168;0;0;0;0;0;0;0;0,0056;0,5084;0,1788;0,1285;0,0056;0,0168;0,0894;0,095;0,0168;0,1285;0,1006;0,1788;0,0503;0,0279;0,1285;0,0112;0,0223;0,2011;0,0782;0,0112;0,0559;0,0056;0,1173;0,2793;0;0,0056;0,095;0,1173;0,0894;0,0279;0;0;0,0279;0,4358;0,0726;0,0838;0,0615;0,0726;0,0168;0,0726;0,1397;0,0615;0,095;0,0279;0,0279;0,0223;0,0726;0,0559;0;0,0056;0,0335;0,1955;0,0391;0,1508;0,1173;0,0447;0,0615;0,0168;0;0,0503;0;0;0;0,0391;0,0056;4,3646;5,0465;4,5185;3,7949;0,9888;0,4972;1,4078;0,3128;0;0;0;0,4134;0,1564;0,2235;0,0838;0,0838;0,0559;0,0056;0,0615;0;0,1173;0,0838;0,0168;0,0168;0,0168;0;0;0;0,3911;0,0894;0,0782;0,0335;0,0279;0;0,0112;0,1508;0,1453;0,0447;0,0168;0,0447;0,0223;0,0223;0,0056;0,1341;0,3687;0,0894;0,0112;0,0279;0,1341;0;0,0056;0;0;0,0447;0;0,0894;0,1397;0;0,1788;0,0726;0,2514;0;0;0,0168
1012;210;1879;9140;895;827;0,0005;0,0122;0,042;0;0,2517;0,0037;0,0314;0,0197;0,0367;0,8169;0,1464;0,8648;0,0186;0;0,0208;0,082;0,0271;0,0149;0,0053;0,0005;0;0;0,0027;0,0005;0,0063;0,0043;0,4423;0,1623;0,1107;0,0431;0,0037;0,0596;0,0367;0,0096;0,0862;0,0559;0,1432;0,0548;0,0271;0,0921;0,0075;0,0404;0,132;0,075;0,0128;0,0543;0,0133;0,0644;0,1676;0,0032;0,0133;0,1043;0,1027;0,0697;0,0293;0,0053;0,0122;0,009;0,323;0,0532;0,0399;0,0553;0,0713;0,0319;0,0463;0,1213;0,0506;0,0681;0,0224;0,0128;0,0309;0,0559;0,0213;0,0128;0,0213;0,0899;0,2065;0,0665;0,0857;0,0889;0,0245;0,0538;0,0255;0,0043;0,0224;0,0064;0,0037;0,0138;0,0186;0,0027;4,284;5;4,5401;3,797;0,8446;0,6163;1,2661;0,2735;0;0,0032;0,0021;0,4055;0,1309;0,2225;0,0836;0,1213;0,0085;0,008;0,0373;0,0011;0,0761;0,0389;0,0165;0,0208;0,0181;0;0;0,0027;0,364;0,0538;0,0915;0,0346;0,0314;0,017;0,016;0,1235;0,0862;0,0463;0,033;0,0484;0,0208;0,05;0,0208;0,0894;0,2693;0,0404;0,0154;0,0208;0,1416;0,0021;0,0224;0,0016;0,0021;0,0218;0,0021;0,0298;0,0761;0,0011;0,1245;0,0724;0,1448;0,0037;0,0011;0,009
1013;412;7011;35210;2291;2194;0;0,0014;0,0009;0;0,2064;0,0121;0,0143;0,0046;0,0164;0,8693;0,1141;0,9786;0,0053;0,0007;0,0083;0,0051;0,0094;0,0143;0,0004;0,0001;0;0;0,0001;0,0003;0,0008;0,0011;0,5366;0,1877;0,1174;0,0118;0,0191;0,0769;0,0655;0,019;0,1332;0,0826;0,1626;0,0672;0,0301;0,1091;0,0071;0,0398;0,1747;0,0978;0,0235;0,0562;0,0128;0,071;0,2192;0,0024;0,0074;0,0946;0,1075;0,0629;0,0416;0,0118;0,0191;0,0126;0,4342;0,0605;0,0445;0,0658;0,0986;0,0407;0,0642;0,1546;0,0871;0,0695;0,0205;0,0161;0,0282;0,0509;0,0207;0,0103;0,0107;0,0894;0,2356;0,0697;0,1225;0,1001;0,0334;0,0612;0,0205;0,0054;0,0325;0,0068;0,0114;0,0118;0,0322;0,0007;4,1143;4,9902;4,3492;4,0113;0,9719;0,6845;1,363;0,4501;0,0003;0,0017;0,0001;0,4954;0,167;0,2622;0,1078;0,1322;0,017;0,0093;0,0448;0,0011;0,0983;0,0665;0,0133;0,0185;0,0163;0,0011;0,0001;0,001;0,4149;0,0873;0,0931;0,0448;0,0395;0,0063;0,0145;0,1335;0,1108;0,0399;0,0197;0,0409;0,0148;0,0362;0,005;0,1172;0,3112;0,0471;0,0123;0,0271;0,1646;0,0033;0,0234;0,004;0,0037;0,0311;0,0004;0,0369;0,1038;0,0016;0,111;0,0901;0,1797;0,019;0,0016;0,0167
1014;271;4470;21571;1632;1526;0;0,0013;0,0306;0;0,3409;0,0043;0,0331;0,0264;0,0217;0,8638;0,1143;0,9391;0,0067;0,0027;0,0112;0,0251;0,0105;0,0145;0,0036;0,0043;0;0,0002;0,0025;0,002;0,0088;0,0022;0,5291;0,2067;0,1497;0,0322;0,0058;0,0953;0,0785;0,0237;0,1242;0,0857;0,1642;0,072;0,0273;0,1092;0,0081;0,0369;0,1391;0,096;0,0197;0,0638;0,0141;0,0694;0,2454;0,0045;0,0188;0,1221;0,1275;0,0946;0,0313;0,0069;0,0101;0,0145;0,4025;0,0582;0,0387;0,0707;0,0955;0,0369;0,0499;0,1503;0,0783;0,0805;0,0251;0,0188;0,028;0,0714;0,0233;0,0172;0,0277;0,0817;0,2094;0,0658;0,1022;0,0774;0,0163;0,051;0,0237;0,0043;0,0166;0,013;0,0094;0,0105;0,0289;0,0013;4,1322;5,0235;4,4816;3,6853;0,936;0,6394;1,4213;0,3322;0;0,0013;0;0,4772;0,134;0,1857;0,1043;0,1166;0,0121;0,0141;0,0465;0,0025;0,1038;0,0651;0,0172;0,0215;0,0201;0,0009;0;0,0004;0,4378;0,0794;0,1025;0,0412;0,0353;0,0132;0,0235;0,1468;0,1054;0,0358;0,0318;0,0383;0,0255;0,0447;0,0188;0,1239;0,3228;0,0499;0,0087;0,0197;0,1707;0,0036;0,0217;0,0089;0,002;0,0324;0,0011;0,0434;0,1076;0,0016;0,138;0,0917;0,2018;0,0069;0,0027;0,0136
1015;137;1829;9194;827;681;0,012;0,0126;0,0273;0;0,2646;0,0055;0,0858;0,0164;0,0126;0,8409;0,1465;0,7813;0,0044;0,0005;0,082;0,0656;0,0087;0,0115;0,0153;0;0;0,0016;0,0038;0,0022;0,0077;0,0312;0,433;0,1542;0,1022;0,0153;0,0049;0,0776;0,0465;0,0186;0,0913;0,0645;0,129;0,0563;0,0252;0,0744;0,0082;0,0498;0,1115;0,0689;0,0142;0,0596;0,0131;0,0705;0,1717;0,0098;0,0098;0,0809;0,0902;0,0716;0,0186;0,0011;0,0071;0,0109;0,3209;0,0432;0,0361;0,0612;0,0771;0,0498;0,0476;0,1186;0,0667;0,0459;0,0087;0,0077;0,0235;0,0421;0,0115;0,0077;0,0208;0,0842;0,1914;0,0465;0,0853;0,0913;0,0131;0,0454;0,0213;0,0087;0,0153;0,0033;0,0016;0,0082;0,0202;0;4,2275;5,2349;4,566;3,2953;0,7594;0,5539;1,1148;0,2914;0,0005;0,0033;0;0,3816;0,1192;0,1514;0,0727;0,1285;0,0186;0,0104;0,0312;0,0005;0,0716;0,0459;0,0093;0,0164;0,0104;0,0055;0,0005;0;0,3521;0,0618;0,0984;0,0295;0,0273;0,0169;0,0191;0,1066;0,0793;0,0317;0,0241;0,0339;0,0109;0,0334;0,023;0,094;0,2351;0,0432;0,0087;0,0104;0,1093;0,0044;0,0262;0,0033;0,0027;0,0175;0,0022;0,0328;0,0672;0,0027;0,1044;0,0536;0,1514;0,0055;0,0016;0,0087
1016;463;9113;44878;2435;2348;0;0,0001;0;0;0,2313;0,0046;0,0174;0,0023;0,0166;0,834;0,1495;0,9818;0,0032;0,0066;0,0058;0,0009;0,0027;0,0113;0,0002;0,0003;0;0;0,0002;0,0007;0,0021;0,0003;0,5559;0,2174;0,1554;0,0153;0,0249;0,1034;0,0797;0,0217;0,1353;0,0936;0,1616;0,0684;0,0261;0,1148;0,0106;0,0388;0,1751;0,1039;0,019;0,0651;0,0133;0,0747;0,2573;0,008;0,0191;0,1069;0,1285;0,0985;0,0259;0,0048;0,0109;0,0111;0,4433;0,061;0,0492;0,0734;0,1085;0,0431;0,059;0,168;0,0779;0,0776;0,0237;0,0112;0,0323;0,0701;0,0273;0,0177;0,0194;0,079;0,2265;0,0692;0,1159;0,0872;0,0159;0,0508;0,0228;0,0066;0,0222;0,0127;0,0092;0,0071;0,0369;0,0016;4,0681;5,0289;4,3991;3,6933;1,0402;0,6609;1,3751;0,4716;0;0,003;0;0,4979;0,158;0,2338;0,1141;0,1211;0,0176;0,0112;0,0489;0,0009;0,11;0,074;0,0169;0,0191;0,0178;0,0009;0;0,0004;0,4635;0,0863;0,1069;0,0448;0,038;0,0099;0,0295;0,1497;0,12;0,0447;0,0193;0,0456;0,03;0,0409;0,0181;0,1315;0,3055;0,0441;0,0084;0,0243;0,1486;0,0016;0,0207;0,0068;0,0014;0,047;0,0029;0,032;0,1052;0,001;0,1166;0,0768;0,1666;0,0271;0,0035;0,0159
1018;699;8485;38018;2450;2334;0,0001;0,0014;0,0019;0,0002;0,2349;0,0121;0,0174;0,0075;0,039;0,8616;0,0992;0,7853;0,0047;0,0019;0,01;0,1854;0,0169;0,0093;0,0046;0;0,0001;0,0004;0,0009;0,0007;0,0037;0,0059;0,4354;0,1705;0,114;0,0298;0,0062;0,0675;0,0523;0,0139;0,1034;0,0651;0,1381;0,0569;0,0193;0,0919;0,0067;0,0382;0,115;0,0824;0,0147;0,0559;0,0084;0,0645;0,1927;0,0034;0,0101;0,0969;0,0975;0,0746;0,02;0,0035;0,0071;0,0092;0,3296;0,0483;0,0363;0,0655;0,084;0,0372;0,0412;0,116;0,0733;0,0522;0,0132;0,0125;0,0184;0,0544;0,0202;0,0097;0,0231;0,0707;0,1703;0,05;0,0784;0,0714;0,0193;0,0408;0,0156;0,0029;0,0157;0,0072;0,0032;0,0088;0,0242;0,0013;4,1589;5,1166;4,4738;3,5568;0,81;0,5532;1,1732;0,2699;0;0,002;0,0001;0,3839;0,1115;0,1642;0,089;0,1129;0,015;0,0209;0,0533;0,0015;0,0747;0,0463;0,0133;0,0151;0,0138;0,0004;0,0002;0,0007;0,3848;0,0711;0,0933;0,0378;0,0323;0,0132;0,015;0,1345;0,1015;0,052;0,0272;0,0541;0,0222;0,0436;0,0304;0,101;0,2374;0,0364;0,0086;0,0133;0,1199;0,0031;0,0165;0,0015;0,002;0,0276;0,0026;0,0306;0,0754;0,0021;0,1137;0,0585;0,1405;0,0061;0,0012;0,0144
1019;50;403;1926;280;239;0;0,0074;0,0074;0,0074;0,2283;0,005;0,0993;0,0422;0,0223;0,7345;0,2432;0,8164;0,0074;0;0,062;0,0993;0,0372;0,0298;0;0;0;0,0025;0;0,0074;0,013;0,005;0,4293;0,1514;0,1117;0,0199;0,0124;0,0571;0,0695;0,0124;0,1092;0,0596;0,1712;0,0571;0,0496;0,1067;0,005;0,0496;0,1166;0,0794;0,0248;0,0496;0,0074;0,0744;0,1861;0,0025;0,0025;0,0769;0,1067;0,0819;0,0174;0,005;0,0099;0,0074;0,3697;0,067;0,0546;0,0695;0,1042;0,0397;0,0695;0,0993;0,0794;0,0744;0,0273;0,0174;0,0298;0,0273;0,0099;0,005;0,0074;0,1092;0,2208;0,062;0,0819;0,0918;0,0199;0,0521;0,0298;0;0,0223;0,005;0,0025;0,005;0,0174;0;4,1078;5,2053;4,4085;3,5776;0,8462;0,4864;1,1985;0,2903;0;0,0025;0;0,3697;0,1216;0,1787;0,0918;0,1216;0,0199;0,0273;0,0422;0;0,0571;0,0471;0,0025;0,0074;0,0025;0,0025;0;0,0025;0,3151;0,067;0,072;0,0248;0,0223;0,0025;0,0074;0,1266;0,0943;0,0422;0,0149;0,0471;0,0323;0,0397;0,005;0,0993;0,3102;0,0546;0,0074;0,0099;0,1439;0,0074;0,0298;0;0,0099;0,0397;0,005;0,0397;0,0968;0;0,129;0,0844;0,2109;0,0074;0;0,0174
102;44;286;1373;205;187;0,0035;0,007;0;0;0,2343;0,014;0,021;0,028;0,049;0,6783;0,2727;0,7622;0,0175;0;0,0629;0,1189;0,0245;0,014;0,0175;0,0035;0;0;0,0105;0;0,0255;0,0035;0,3706;0,1538;0,1084;0,035;0,0035;0,0455;0,049;0,0175;0,0909;0,0455;0,1434;0,0594;0,021;0,0874;0,0105;0,0245;0,0909;0,0699;0,0175;0,0245;0;0,0664;0,2028;0,014;0,0105;0,1014;0,0874;0,0629;0,0245;0,0105;0,0105;0,0035;0,2832;0,0524;0,021;0,0734;0,0699;0,021;0,035;0,0734;0,0874;0,0559;0,028;0,0105;0,007;0,0699;0,0245;0,0245;0,0105;0,0699;0,1434;0,049;0,0524;0,0699;0,014;0,0245;0,0175;0;0,0315;0,0035;0;0,014;0,007;0;4,3502;5,1328;4,6921;3,4879;0,6643;0,528;1,1049;0,2902;0;0;0;0,3252;0,0874;0,1713;0,0769;0,0979;0,0035;0,0315;0,042;0,0035;0,0559;0,035;0,0105;0,0105;0,0105;0;0;0;0,3427;0,0455;0,0734;0,042;0,0385;0,007;0,0175;0,1294;0,0874;0,0455;0,035;0,0455;0,0175;0,0524;0,014;0,0979;0,2867;0,049;0,0035;0,0175;0,1503;0,007;0,014;0;0;0,0385;0,007;0,0385;0,1014;0,0035;0,1329;0,0839;0,1748;0;0;0,028
1020;9;335;1611;206;201;0;0;0;0;0,3403;0,0149;0,1254;0,006;0,0119;0,8836;0,1045;0,9761;0,003;0,003;0,003;0,006;0,0328;0,006;0;0;0;0,003;0,003;0,003;0,0137;0;0,5881;0,2478;0,1821;0,0448;0,0119;0,1194;0,0687;0,0239;0,1254;0,0866;0,1403;0,0507;0,0388;0,0896;0,009;0,0567;0,1701;0,1164;0,009;0,0866;0,0119;0,0716;0,2985;0,0209;0,0239;0,1403;0,1254;0,1075;0,0149;0;0,009;0,003;0,4388;0,0478;0,0418;0,0746;0,1015;0,0418;0,0507;0,1851;0,0746;0,0537;0,009;0,006;0,0239;0,0836;0,0209;0,0149;0,0388;0,1104;0,2149;0,0537;0,1134;0,1284;0,0299;0,0746;0,0119;0,009;0,0179;0;0;0,0119;0,0269;0;4,2252;5,0916;4,5299;3,4313;1,0925;0,7134;1,4776;0,4119;0;0,0119;0;0,4806;0,1582;0,2;0,1313;0,1463;0,009;0,003;0,0537;0;0,1045;0,0687;0,0179;0,0179;0,0179;0;0;0;0,5493;0,0866;0,1433;0,0448;0,0358;0,0179;0,0388;0,194;0,1552;0,0866;0,0358;0,0866;0,0358;0,0806;0,0388;0,1433;0,2866;0,0328;0,006;0,0119;0,1582;0;0,0418;0;0;0,0239;0;0,0239;0,0657;0,006;0,1373;0,0716;0,1433;0;0,006;0,009
1021;231;2088;10526;974;851;0;0,0201;0,0364;0,0005;0,2261;0,0134;0,0216;0,0187;0,022;0,7505;0,227;0,8946;0,0125;0,0005;0,0326;0,0244;0,0383;0,069;0,001;0,0005;0,001;0,0029;0,0182;0,0038;0,045;0,0057;0,465;0,1729;0,1034;0,0187;0,0081;0,0666;0,0599;0,0105;0,1216;0,069;0,1619;0,0584;0,0345;0,1011;0,0072;0,0484;0,1226;0,0958;0,0216;0,0594;0,012;0,0872;0,2155;0,0091;0,0144;0,1202;0,1169;0,0738;0,0345;0,0101;0,0211;0,0125;0,3788;0,069;0,0374;0,0709;0,103;0,0402;0,0417;0,1173;0,0761;0,0699;0,023;0,0163;0,0239;0,0613;0,0259;0,0105;0,0187;0,0761;0,1791;0,0532;0,0819;0,0752;0,0206;0,0479;0,0158;0,0034;0,0235;0,012;0,0062;0,0105;0,0211;0,0005;4,2033;4,9658;4,4938;3,8351;0,933;0,6403;1,3898;0,3185;0;0,0014;0;0,4583;0,1686;0,1844;0,103;0,1303;0,0086;0,0134;0,0321;0,0014;0,0838;0,0493;0,0158;0,0187;0,0182;0,0005;0;0;0,3942;0,079;0,0963;0,0436;0,0364;0,0086;0,0115;0,1274;0,0948;0,0412;0,0273;0,0431;0,0139;0,0402;0,0148;0,1011;0,2936;0,0421;0,0134;0,0192;0,1494;0,0053;0,0201;0,0029;0,0067;0,0345;0,0029;0,0283;0,1025;0;0,1317;0,0843;0,1772;0,0062;0,0014;0,012
1022;106;313;1950;147;84;0;0,0128;0,0064;0,0032;0,1597;0,0224;0,0128;0,0575;0,0351;0,5016;0,4313;0,5591;0,0032;0;0,1597;0,0415;0,0319;0,0128;0,016;0;0;0;0,147;0,0319;0,2774;0,0415;0,1757;0,0735;0,0575;0,016;0;0,0415;0,0351;0,0032;0,0479;0,0575;0,0895;0,016;0,0064;0,0767;0;0,0447;0,0351;0,0064;0;0,0351;0,0032;0,0767;0,0831;0;0;0,0703;0,1182;0,0767;0,0415;0,0064;0,0351;0;0,1214;0,0415;0,0032;0,0319;0,0383;0,0351;0,0479;0,0319;0,0256;0,0447;0,0224;0;0,0256;0,0447;0,0032;0;0,0383;0,0479;0,0895;0,016;0,0288;0,0319;0,0064;0,0288;0,0128;0;0,0032;0,0032;0;0,016;0,0032;0,0032;4,3931;4,8227;4,6285;4,0263;0,623;0,2652;0,8818;0,0863;0;0;0;0,2109;0,0703;0,0511;0,0064;0,0479;0;0;0,0192;0;0,0383;0,0319;0,0032;0,0032;0,0032;0;0;0;0,1374;0,0383;0,0351;0,0032;0,0032;0;0,0096;0,0479;0,0383;0,0064;0,0096;0,0064;0,0064;0,016;0,0064;0,0351;0,1917;0,0096;0;0,0064;0,0799;0;0,0032;0;0;0,0895;0;0,016;0,1278;0;0,131;0,0447;0,1438;0;0;0,0064
1024;1;18;76;17;17;0;0;0;0;0,2222;0;0,0556;0;0,0556;0,8889;0,0556;1;0;0;0;0;0,0556;0;0;0;0;0;0;0;0;0;0,6111;0,1667;0,1111;0;0;0,1111;0,1111;0;0,1667;0,2222;0,2222;0,1111;0;0,1667;0;0;0,2222;0,0556;0,0556;0,1667;0,0556;0,1667;0,2222;0;0;0,1111;0,0556;0;0,0556;0,0556;0;0;0,6667;0,1111;0,1111;0;0,2222;0,0556;0,0556;0,2222;0,1111;0,1667;0,0556;0;0;0;0;0;0;0,0556;0,1667;0,0556;0,1111;0;0;0,1111;0;0;0;0;0;0;0,1111;0;3,9811;5,1067;4,3344;3,73;1,0556;0,9444;2,1111;0,1111;0;0;0;0,5;0,2778;0,3333;0,0556;0,2222;0,0556;0;0,1111;0;0,3333;0,1111;0,1111;0,1111;0,1111;0;0;0;0,5556;0,2222;0,1667;0;0;0;0;0,2222;0,2222;0,1111;0;0,1111;0;0,1111;0;0,1667;0,2222;0,0556;0;0;0,1667;0;0;0;0;0;0;0,0556;0,1111;0;0,0556;0,1111;0,2222;0;0;0
1025;143;1359;6770;683;597;0;0,0022;0,0177;0;0,3333;0,0096;0,0265;0,0213;0,0648;0,7704;0,1648;0,8241;0,0155;0,0022;0,0162;0,0692;0,0316;0,014;0,0066;0,0007;0;0,0066;0,0338;0,0177;0,095;0,0059;0,4364;0,1575;0,1074;0,0338;0,0044;0,0648;0,0449;0,011;0,089;0,0633;0,1236;0,0478;0,0228;0,0787;0,0059;0,039;0,128;0,0692;0,0206;0,0522;0,0081;0,0743;0,1854;0,0177;0,0184;0,1118;0,1185;0,0912;0,0258;0,0029;0,0081;0,0118;0,3252;0,0471;0,0353;0,0567;0,0787;0,0419;0,0419;0,1148;0,0633;0,0625;0,0184;0,0066;0,0316;0,0545;0,0243;0,0096;0,0155;0,0824;0,184;0,0552;0,0817;0,0979;0,0169;0,0493;0,0265;0,0044;0,0206;0,0037;0,0059;0,0125;0,025;0;4,296;5,1498;4,6181;3,3124;0,7579;0,6461;1,2171;0,2965;0;0,0066;0;0,4386;0,1479;0,1987;0,0736;0,1133;0,0096;0,0074;0,0383;0,0037;0,0714;0,0449;0,011;0,0155;0,0118;0,0015;0;0,0022;0,3422;0,0567;0,0868;0,0309;0,0287;0,011;0,0228;0,1104;0,0839;0,0361;0,0272;0,0368;0,011;0,0449;0,0184;0,0861;0,2487;0,0346;0,0118;0,0169;0,1244;0,0037;0,0228;0,0044;0,0015;0,0272;0,0007;0,0221;0,0905;0,0022;0,1001;0,0802;0,1553;0,0066;0,0007;0,0052
1026;341;3373;16515;1334;1163;0,0012;0,0012;0;0,0003;0,3386;0,008;0,0611;0,0127;0,0249;0,7824;0,1927;0,7963;0,0053;0,0012;0,0258;0,1171;0,0219;0,016;0,0077;0,0036;0,0003;0,0018;0,0208;0,0142;0,0546;0,0047;0,4406;0,1622;0,1041;0,0296;0,0021;0,0629;0,054;0,013;0,1029;0,0596;0,1441;0,0528;0,0291;0,0996;0,0071;0,0445;0,1177;0,0741;0,0267;0,0575;0,0125;0,054;0,1681;0,0009;0,0095;0,0949;0,0943;0,064;0,0279;0,0059;0,0095;0,0089;0,3638;0,0584;0,0424;0,067;0,0934;0,0394;0,056;0,1138;0,0809;0,0501;0,0163;0,0125;0,0216;0,046;0,021;0,0062;0,0151;0,0789;0,1832;0,0584;0,0777;0,0907;0,0234;0,0454;0,0225;0,0027;0,0178;0,0027;0,0033;0,016;0,0205;0,0015;4,155;5,103;4,4651;3,5398;0,7868;0,5182;1,1942;0,2502;0;0,0015;0,0009;0,3747;0,1195;0,153;0,0812;0,1239;0,0172;0,011;0,0504;0,0021;0,0697;0,043;0,0101;0,0166;0,013;0,0021;0;0,0015;0,3475;0,0596;0,0925;0,0359;0,0296;0,0086;0,0166;0,1106;0,0836;0,0365;0,0228;0,0385;0,0205;0,0377;0,0175;0,0866;0,2728;0,0374;0,0119;0,0181;0,131;0,0044;0,0225;0,0015;0,0033;0,0314;0,0021;0,0308;0,0907;0,0012;0,1367;0,0637;0,1589;0,0036;0,0018;0,0083
1028;195;1806;9143;964;827;0,0006;0,0055;0,0006;0,0116;0,2558;0,0083;0,0028;0,0227;0,0382;0,7209;0,2398;0,8461;0,0144;0,0022;0,0482;0,0626;0,0216;0,0133;0,0138;0;0;0,0006;0,0006;0,0011;0,0019;0,01;0,4551;0,1467;0,0891;0,0127;0,0028;0,067;0,0609;0,0094;0,1152;0,0742;0,1323;0,0587;0,0183;0,0963;0,0039;0,036;0,1523;0,0748;0,0166;0,0471;0,0116;0,0388;0,1622;0,0028;0,0039;0,0731;0,0875;0,057;0,0221;0,0028;0,0094;0,0083;0,3439;0,0532;0,0316;0,0587;0,0842;0,0316;0,041;0,1218;0,0676;0,0487;0,0199;0,0111;0,0221;0,0504;0,0216;0,0083;0,0105;0,0759;0,1982;0,0664;0,0986;0,0775;0,0244;0,0443;0,0299;0,0033;0,0216;0,0066;0,0105;0,0083;0,0238;0,0044;4,2876;4,9583;4,4812;3,9255;0,845;0,5421;1,2586;0,2752;0,0017;0,0011;0;0,3749;0,1351;0,227;0,0808;0,1096;0,0122;0,0066;0,041;0,0006;0,0919;0,0548;0,0172;0,0199;0,0188;0,0006;0;0,0006;0,3505;0,077;0,0836;0,0393;0,0349;0,0089;0,0061;0,1058;0,0869;0,0271;0,0177;0,0293;0,0083;0,0216;0,0066;0,0975;0,2625;0,026;0,0116;0,0255;0,1417;0,0033;0,0172;0,0006;0,0044;0,0321;0;0,0194;0,0947;0,0011;0,093;0,0742;0,1445;0,0033;0,0011;0,0244
